ID,experimental_phase,group,date,intake
501,Experimental,No-Uncertainty,2023-05-05,80
501,Experimental,No-Uncertainty,2023-05-06,79
501,Experimental,No-Uncertainty,2023-05-07,73
501,Experimental,No-Uncertainty,2023-05-08,82
501,Experimental,No-Uncertainty,2023-05-09,74
501,Experimental,No-Uncertainty,2023-05-10,87
501,Experimental,No-Uncertainty,2023-05-11,85
501,Experimental,No-Uncertainty,2023-05-12,26
501,Experimental,No-Uncertainty,2023-05-14,92
501,Experimental,No-Uncertainty,2023-05-15,147
501,Experimental,No-Uncertainty,2023-05-16,95
501,Experimental,No-Uncertainty,2023-05-17,217
501,Experimental,No-Uncertainty,2023-05-18,110
501,Experimental,No-Uncertainty,2023-05-19,39
501,Experimental,No-Uncertainty,2023-05-20,68
501,Experimental,No-Uncertainty,2023-05-21,108
501,Experimental,No-Uncertainty,2023-05-22,73
501,Experimental,No-Uncertainty,2023-05-23,77
501,Experimental,No-Uncertainty,2023-05-24,82
501,Experimental,No-Uncertainty,2023-05-25,93
501,Experimental,No-Uncertainty,2023-05-26,106
501,Experimental,No-Uncertainty,2023-05-27,137
501,Experimental,No-Uncertainty,2023-05-28,128
501,Experimental,No-Uncertainty,2023-05-29,143
501,Experimental,No-Uncertainty,2023-05-30,87
501,Experimental,No-Uncertainty,2023-05-31,86
